,Tweets,Personal_attack
358,@GalGadot That’s two things,0
359,"@Najoie_Macky @BazziNYU if he say so ,so it means you will survive  Our children have a vision, we should believe in them ",0
360,"@Blklivesmatter ... over-incarcerated in prisons that don't align with their gender + his lack of presence and support for transgender people as a whole in this nation is deeply concerning. His record on homelessness is a problem, an issue that disproportionately affects trans people. [2/3]",0
361,"@IAmMisterMarcus Another example of harassing. See how you exploded? That's because you know your religion is full of lies, but since I'm not obeying you, you need to give Jews some kind of supernatural force. You share a lot with that church unlike Jews.",0
362,@QueersAgnstPete @Blklivesmatter . . . and what did #PeteButtigieg really ever do for queer rights? It's not like he ever was on the forefront of any civil rights movement. The dude is just riding on the coattails of everyone else's hard work. #LGBTQ,1
363,@CCGButterfly I'm happy. No issues here. I know who i am. A HEBREW!,0
364,"@tresdessert @GalGadot huh, end wars, that's an interesting one considering.....",0
365,"Several of the candidates are not in good standing with the NAACP. This problem has to be fixed. Democrats will LOSE in November without African American votes. Minneapolis NAACP, Black Lives Matter call on Klobuchar to suspend campaign https://t.co/30ps3ffbHM",0
366,"Ooooooooooh BITCH! I don't care what y'all say about CANCEL CULTURE and how bad it is, but THIS RAPIST deserves to be cancelledt. You know who else should join him? Idiots who say women need to start covering up to avoid r*pe. Fuck y'all too! https://t.co/JWpz1ARqOL",1
367,@IAmMisterMarcus Cool. Then be happy and don't justify your existence by erasing others' existence. You can't force other than yourself to be whatever you want.,0
368,@RWPUSA Maybe identity politics isn’t such a bad thing after all eh Richard?,0
369,"@CeddyOrNot Some gross guy posted about ""how women can avoid"" that happening to them the other day. His ""advice"" was littered with awful victim shaming. Someone was brave enough to share their story and his response was basically, ""well you should surround yourself with better men.""",0
370,Religion is next. They’ve already subtly started. Watch the next couple weeks as it ramps up.,0
371,@DTweeterburn Identity politics is racism pure and simple. Identity politics is what Trump does. This is about civil rights.,0
372,"@CeddyOrNot It is NEVER the victim's fault. Hold the people doing illegal, horrible things accountable instead.",0
373,@JackPosobiec Well let’s be specific - Christians are next. There’s no way they will touch Islam.,0
374,"Welp, a banter guy got caught by 'cancel culture' . Filed under things ya just hate to see.",0
375,@RWPUSA Sure sure.  We’ve been over this.  Identity politics is what right wing nut jobs call policies designed to help non whites.  But you keep doing you and wondering why people of color scoff at your inane definition.,0
376,@brain_ir @JackPosobiec Islam has already infiltrated most governments !!,0
377,@Agentsmith212 I missed something tho . Has anything happened to Herman due to his comment?,0
378,"@Hebahersi @BernieSanders @JoeBiden @ninaturner @hilaryr When I ran for Governor I was actually endorsed by the Black Lives Matter group from my county. I'm far from a ""Klansmen"".",0
379,"Only answer this if you live in NZ, and plz retweet to help get a wide response. According to census data the majority of NZ now ticks ‘No religion’. It’s a large, little known group. If that’s what you tick, in 280 characters plz share your worldview/beliefs. I’m keen to listen.",0
380,@KashJackson2018 @MattOdamn @_nickcarbone And you speak for the majority LOL you can call it anecdotal all you want but I live it...so ya There’s that,0
381,@okiefrommn I don't believe so. just called out.,0
382,@frankritchie I decided a long time ago I didn't believe in a deity. But I do maintain a sense of wonder at the universe and I value community and the experience of joy. I try to respect people who find those things in a different way to me and always hope that respect is reciprocal.,0
383,@Agentsmith212 Ok,0
384,"@publicaddress @frankritchie Thank you. This articulates our family's position quite well. Add a really big serving of the Golden Rule (or as my girls' like to call it, the Don't Be a Dick Rule).",0
385,@WilliamsSamuell @MattOdamn @_nickcarbone Thats what makes it anecdotal.,0
386,"People are mad at Dream, I wanna be cancelled too - brussel sprouts are kinda good - coffee suuuucks - BTS haven’t made a good song - I don’t care about using plastic straws - beaches aren’t that great (sand) - cancel culture makes no goddamn sense",0
387,@toastfloats @publicaddress @frankritchie Your girls have been raised well!,0
388,"Please let it be known that during a global pandemic Russellville, AL approved of a KKK rally that was protected by police. They even had the police escort them to their cars. #BlackLivesMatter #PoliceBrutality #disarmhate https://t.co/b6edlOWtrK",0
389,"il va falloir que certains croyants (peu importe la religion) se mettent dans la tête qu’on doit TOUS s’aimer les uns les autres ! jvois trop d’incitation à la haine envers les autres car ils correspondent pas votre « l’idéal religieux », respectons nous.",0
390,"@F1NN5TER Unstanned  Smh How could you Wow And I thought u were a good Person. Not even trying to save the turtles. I bet you also drink orange juice after brushing your teeth... (If someones actually doing that, I am scared of you)",0
391,@lexi_pyle54 Do you know what the First Amendment to the United States Constitution says?,0
392,@leaa31h @luuvalees ❤️moi même j’étais choqué par certains tweet mais on prie pour que Dieu change le cœur des gens,0
393,"@ProbablyNotRin @F1NN5TER I used to drink apple juice after i brushed my teeth when i was little, idk how i managed that ",0
394,@kessi98148795 @luuvalees pareil et voilà faut prier plutôt qu’inciter la haine ❤️,0
395,@BennyIsShy @ProbablyNotRin @F1NN5TER Be scared mortal. I drink milk after brushing my teeth. &gt;:),0
396,@leaa31h @luuvalees ❤️effectivement,0
397,"@IdemSplix @Roy1up_ fuck this, you people take my religion as ""EVERYTHING SCIENCE"". no, i do not care about yours so why do you care about mine?",1
398,"This right here is total sjw bullshit..cancel culture hypocrisy..they have no talent themselves so they attack a great writer, so Lovecraft was supposedly racist..different times &amp; society, it doesn't lessen the man's many contributions to Horror, Fantasy &amp; Sci Fi https://t.co/i53aWAVItb",0
399,@AmericanSonic Looks like you didn't have a foundation https://t.co/oAlsFhCSSI,0
400,@Iknikker @AmericanSonic I don’t believe in an afterlife but I hate calling myself atheist....... eww,0
401,"@lexi_pyle54 There’s no approving or disapproving of that horrible group. They legally have the right to do that, as awful as it is. Russellville police cannot stop them.",0
402,"@thomaschattwill Seems like a difficult exercise with so many variables--when did they migrate; what were they leaving, what reception did they get here (which may have a lot to do with their perceived race/religion); did they have a community of ex-pats to support them here?",0
403,Fitting that an avowed socialist has his #birthday on #MayDay  It’s quiet. Baked myself a gingerbread cake. Making #sourdough #pizza.  Seen earlier. Wearing my #badass leather jacket. #BlackLivesMatter tee shirt. #COVID__19 scarf. This is 61. #ClimateChange #SocialJustice https://t.co/xlsqu8UzMW,0
404,"@Erica_Etelson so then we have to compare asian americans immigrants to other groups. we have to compare russian americans to french americans. they are not all performing equally. what is the policy, in kendi's scheme, that favors nigerians over others?",0
405,@richardlevangie Hey! Happy birthday from even more than six feet away.,0
406,@nadia_detriment Or to mention billions of electrons!  Thanks so much!,0
407,"@thomaschattwill In light of the notion that objectivity is largely a social construct and the new thinking about math and science taking hold, are we really supposed to think that earning, say, $50K/year is “better” than earning $25K/year?",0
408,@Dragonhighking1 Why bring up the cat?,0
409,"Alot of white Democrats are jumping in the Black Lives Matter movement, and I feel like it would be beautiful if there wasn't a political agenda behind it .",0
410,"@denverbitcoin Why does/should anyone care what religion he is?! That's the most disgusting thing to judge someone on. I'm disgusted by the Catholic church covering up and excusing paedophilia, but it doesn't mean I hate Catholics I",0
411,@tsgaaf Who knows..sjw logic..,0
412,@Lee_DaVinci https://t.co/K6OXtuTKfW,0
413,@theleighmilne I didn’t say I hate anyone,0
414,"If I lose followers for this, I don't care. They weren't old or mature enough to handle it anyway. Stop drinking the laced blue Kool-Aid, stop going on cancel culture witch hunts. Stop. Think. Use the fucking head on your shoulders, not the one you got perkin' out of your pants.",1
415,@BlackHoodedBoi @premydaremy That pseudonym rings a bell…,0
416,@republibrarian @Lee_DaVinci Check out “The Iron Triangle” by Vince Everett Ellison @VinceEEllison that’ll answer the question.,0
417,@denverbitcoin You sure didn't,0
418,@itsamike @BlackHoodedBoi @premydaremy https://t.co/38UzBilyPE,0
419,"But at the end of the day, I could post 1000 white supremacists who have infiltrated Black Lives Matter spaces and God knows how many attempts from them to cause unrest so that Black folks will get hurt, but at the end of the day, half of y'all still won't care",0
420,@Freeyourmindkid This guy broke the Ferguson police station windows. He lives 56 mi away in a town that’s 96% white &amp; his FB page is pro-Trump. https://t.co/PLBE2ZQte5,0
421,@Thedukeistheman According to atheistic worldview: -All that awaits you after death is the void -The universe exists for no reason -Morality has no true basis beyond what humans agree to (shockingly little and we're REALLY bad at keeping to them) -Religion must be fought at every turn,0
422,Eventually I'm gunna have to stream on mixer cause modern day cancel culture will rip thru my ass like a teacher ripping a bad essay,0
423,@DaceDolores @Freeyourmindkid He looks like a lion,0
424,"@HalfTangible ""-All that awaits you after death is the void"" ❌ not believing in an afterlife is not part of atheism. there are atheists that believe in many things including the supernatural. You maybe referring to a subset of atheists that are religous skeptics who reject most of...",1
425,@DiegoDaSilvaTV ok but like i couldn’t even figure out how to make a mixer account,0
426,@JessicaRain7 @DaceDolores @Freeyourmindkid A lion with diabetes maybe,0
427,@HalfTangible …the claims made by abrahamic religions. “-The universe exists for no reason” ❌ this is not a claim or belief of atheism so i’m going to continue this critique as if you are claiming religious skeptics carry a heavy burden. I’ve never heard anyone claim the universe...,0
428,Mayor Jenny Durkan of Seattle has made the statement that what happened at Chop was an “incredibly peaceful” protest What don’t they ask her if black lives matter. Never heard murder described ad peaceful.,0
429,"@_masisl_ Ahh, let's just do YouTube instead seems easier",0
430,@HalfTangible …exists for no reason. So i don’t know what you are referring to. “-Morality has no true basis beyond what humans agree to (shockingly little and we're REALLY bad at keeping to them)” somewhat ✅ I wouldn’t call that a burden though. (cont.),0
431,"@CharlieDaniels True BLM members are peaceful, outsiders using the name causes the problems",0
432,@DiegoDaSilvaTV Yayyy! But will it be the same with overlays and such?,0
433,@HalfTangible “-Religion must be fought at every turn” ❌ Harmful religion must be fought at every turn. If religious people would learn to share and play nice we would’t be having this discussion. (cont.),0
434,@sterlingknuckle @CharlieDaniels Lack of public protection (dumbasscrap not controlling property damages and assualts) caused the problems not the terrorist activity. Is that your final answer?,0
435,@HalfTangible “I also find it confusing that atheists can post that meme unironically while also insisting that religion is simple childish nonsense?” …because most of us (religious skeptics) actually believe it’s nonsense. the issue isn’t just that it’s childish it’s that it’s...,0
436,"A local #BlackLivesMatter protest. How many black people do you see in the crowd? Maybe 4? 5? It’s a trendy movement for white hipsters. When they’ve moved on, Black people will still be dealing with crumbling communities, fatherlessness, and gang violence. https://t.co/q7D1AnEeCa",0
437,I am against cancel culture and that ABC reporter did nothing that should have gotten him suspended,0
438,"@robsmithonline (1 of 2) I observed the same thing at the June 7th black lives matters event in Buffalo New York. The event was mostly comprised of privileged white “Karen’s” who co-opt black grievances to serve as a back drop for their cultural, national masochism &amp; revolutionary “fetish”",0
439,@HalfTangible …for the most part not true. (end),0
440,@JackPosobiec seems fairly mild to me as well unless the establishment is bothered that someone admitted to being a socialist /shrug,0
441,@robsmithonline In fact it was privileged white suburbanites / wannabe communist revolutionaries that both directly harassed / assaulted me as well as fomented unrest with the goal of getting the crowd to attack a disabled veteran. https://t.co/yyszJ7Z6W6,0
442,@Thedukeistheman @HalfTangible I mean froma logical standpoint... you'd have to be...,0
443,"@phadedjaded @JackPosobiec Half the damn newsroom is socialist, why should that bother them? No, ABC said what Wright’s fault was: he harmed ABC’s reputation. (By telling the truth about them.)",0
444,How many #antiracist posts have you made since your Black tile on Instagram two months ago? #BlackLivesMatter,0
445,"The last word on cancel culture, limiting free speech, and filtering the press and social media to keep out alleged disinformation, etc. This was written, strangely enough, in 1840  Alexis De Tocqueville: https://t.co/hOfecnt5de",0
446,@MonoValentine @HalfTangible have to be what?,0
447,"@JohnathanPerk A lot on Facebook. My lifelong friends aren’t backing down, so I am unfriending then. But what does that really accomplish?",0
448,"@walterkirn What's difficult is that we now have powerful factions within the most powerful print and TV media who use national media to silence writers, comedians and fellow journalists, and those who might employ them, for behavior unrelated to their work as well as unconventional opinon.",0
449,"@chrismeinecke Keep at it. Use facts and statistics. Feign questions, rhetorically. And tag me in if you need help @JohnathanPerk on FB.",0
450,"@walterkirn need I add that a lot of this is being done under the color of journalism, and people are getting prizes for it from professional organizations!",0
451,Anyone else sick and tired of the DMs and replies from evangelical friends you haven't seen heard from in years asking if you know or read about what Black Lives Matter stands for?,0
452,"@Thedukeistheman @HalfTangible An athiest who belives in an afterlife... is uh... not an athiest to most people. even Atheists.. because congrats, that's a part of animistic religions. they welcome you",0
453,@jabuc I kept personalizing the conversation as much as possible to stave that off. I was completely annoying about it.,0
454,@mskathleenquinn I know. It’s sickening,0
455,@MonoValentine @HalfTangible that’s not what happened at all. I never claimed he was wrong about X = Y because i personally define X as = Z,0
456,@jabuc I’m sure that wouldn’t work with everyone but it did with mine,0
457,Crap now I am part of #CancelCulture... this seems like overkill no?,0
458,"@Thedukeistheman @HalfTangible By your definiton of Atheist, you can belivie in an afterlife.",0
459,"@SYRmotsag I don't think he deserved to be fired, but I'd be lying if I said I wasn't incredibly amused. If he got fired over just the question at the combine that would be ludicrous, but the doubling-down and blaming Okudah's injury on playing sloppy was a really bad look.",0
460,"#BlackLivesMatter Karen, gets angry and calls coffeeshop staff ""Racists"". https://t.co/5WEhkZGClH",0
461,@MonoValentine @HalfTangible yes. an atheist can believe in anything and everything except a god. https://t.co/kvzhqn9GsK,0
462,"@Buckeyes6239 @SYRmotsag My issue is we turn on ESPN and Fox Sports and see guys getting paid way more money than they should to make awful takes as well. In fact, most he thrive off being contrarians and taking dumb stances. This guy should not have got fired over a fucking stupid combine question",0
463,@jolenebuntinguk She didn’t pay for her coffee either,0
464,"@Thedukeistheman @HalfTangible Again; there's whole relgions that don't have a god or gods... or well, they don't call them that... so uh...",0
465,Cancel culture has finally prevailed thanks to the coronavirus,0
466,@CraigFillary @jolenebuntinguk Probably her plot all along,0
467,@MonoValentine @HalfTangible athiestIC religions. not all religions involve a god. i don’t think there is a god in Buddhism. there is not religious factor in determining a person being a theist or an atheist. religion is a separate thing.,0
468,"Tamir Rice was playing with a toy gun and was killed by a cop. Kyle Rittenhouse walked around Kenosha, WI for 4 hours with an illegal AR-15, killed two people, injured one and then was allowed to walk right by cops.  Rice was 12. Rittenhouse is 17. #blacklivesmatter✊✊✊ https://t.co/l4FbZeqTBR",0
469,@mtracey Not if Australia and their Healthcare for All can help it   https://t.co/mC7yjj4S0e,0
470,@Thedukeistheman @HalfTangible ... jesus fucking christ man... This is making Religious Atheists... i'm not the only one who sees the contradiction...,0
471,@SMoran99 @mtracey Same in Italy. Free government healthcare is a disaster,0
472,@JaredSawyerJr The AR-15 is not illegal. It falls under the second amendment of the Constitution of the United States of America.,0
473,@sphgjr @rakin_indollars I know we are mad at Kanye for lying and hurting Taylor so badly but we need to stop with cancel culture. You can't cancel a person.,0
474,@KiithNabaalSa @JaredSawyerJr he had the gun illegally,0
475,@MonoValentine @HalfTangible there is no contradiction. atheism has nothing to do with religion. It has to do with believing in a god. there are people who believe in god and are not religious. there are people who do not believe in a god and are religious (a religion that doesn’t worship a god),0
476,@Hippie_pierre @rakin_indollars they literally did that to taylor. imagine getting so much people to hate on you when you are fighting for the truth.  #KanyeWestIsOverParty https://t.co/glVFa4cTbW,0
477,"@BreitbartNews Joy is correct, of course. Also, there is a big difference between gathering to protest for racial justice and gathering to watch a sport. #BlackLivesMatter",0
478,@Thedukeistheman @HalfTangible ...  I'm not gonna bother anymore.,0
479,@sphgjr @Babihoti Tired of making shitty music?,0
480,@PoliticalAnt @BreitbartNews https://t.co/Qoah8PBoHF,0
481,@MonoValentine @HalfTangible the majority of atheists YOU know https://t.co/QACqvsh2rq,0
482,I wish cancel culture worked on viruses.,0
483,@ChrisRGun nah it's useless against real issues,0
484,"Trump's people were just blaring REM's ""Losing My Religion"" at their latest Ohio rally... Do people on his campaign actually research the true meaning of songs, before they try to give them their own meaning? Playing ""Fortunate Son"" by CCR (last week) was just embarrassing.",0
485,"@IrieJon I find it funny how they inadvertently find songs that perfectly describe Trump and the frustrations of those of us who see through him. ""Losing my religion” is an old southern expression for being at the end of your rope, at the point where politeness gives way to anger.",0
486,@pka_yoshidaa @ChrisRGun https://t.co/1eTuNjFFlP,0
487,@awest2chat @PoliticalAnt @BreitbartNews https://t.co/xJFTjV1N4Z,0
488,@ReneeLasswell https://t.co/1eG0e6Gstc,0
489,El Doctor Macías nunca se queja cuando los saqueadores de Black Lives Matter se amontonan para robar un súper mercado. Solo se queja cuando esos montones de gente pertenecen a una causa política que el no abandera.  Hipócrita.,0
490,"@thatsnotariel @netflix No, because all the people you're referring to are against cancel culture because cancel culture is ridiculous.",0
491,"@fallsxwalls eu reina, no le tenes que dar bola a esos comentarios, lo que te tiene que importar es lo que VOS sentís y tenes que saber que NO está mal que te gusten las chicas, seas de ls religión que seas, creas en lo que creas, lo unico que te tiene que importar es como te sentis vos, y",0
492,@thatsnotariel @netflix Y'all loved this one huh☺️,0
493,"@wallsxobrien_ Gracias corazón por las palabras, ",0
494,"@jared_hartless @PaulbyJove @rnarkhoppus @netflix Except it is the same thing, dumbass. Goddamn. Not everything needs a reason to exist. Sometimes people and characters just exist to exist! Why does the character's sexuality need a reason? Why can't there just be random gay characters just how there's a plethora of straight ones",0
495,"@fallsxwalls de nada amor, cualquier cosa que necesites me podes hablar con confianza ❤️",0
496,"@rottonfig @PaulbyJove @rnarkhoppus @netflix Look, more insults! As though that makes me want to listen to what you have to say",0
497,@wallsxobrien_ Tu igual corazón,0
498,@jared_hartless @jsupernor1 @thatsnotariel @netflix That doesn’t really defend against my example which was one year ago. You were probably old enough for that one right? I mean I was born in 1999 and I was old enough for it.,0
499,"To all the American veterans of every age, every sexual orientation, every color, every nationality, every religion In every war fought by them. Thank you, all you for risking your lives in so many ways. May your Veterans Day celebration be a good one. We owe you so much more. https://t.co/fL6bkWzCJ1",0
500,@ccamacho88 ¿Por qué tendría que opinar de los BLM? ¿Es acaso un tema sanitario? El fervor sin conocimiento se llama fanatismo.,0
501,"The intolerant, bigoted progressive left is all about cancel culture.  They attack anyone who stands with Trump or isn’t parroting their agenda with fake news headlines. They’re only interested in deplatforming conservative voices. Don’t EVER back down to the outrage mob. ",0
502,"@vincentdonofrio Singing for my late uncle, Mom’s brother, Vietnam vet, when we scattered his ashes. He passed in 2002. A good guy. https://t.co/EQGzhacRPg",0
503,@CGuevaraCasas @ccamacho88 Porque ahí se reúne mucha más gente.,0
504,@JennaEllisEsq Never bend the knee!,0
505,@TomRyanMusic @vincentdonofrio Beautifully done!  Love that song.,0
506,@f35vandal @JennaEllisEsq Unless King Trump asks you to....,0
507,@CNovelo66 @ccamacho88 Buen punto.,0
508,"If you applied some critical thinking to your religion, you'll realize when the Judeo-Christian God cast out Satan and his voters, he didn't take their power or change their appearance. Thus the possibility that Angels &amp; Demons look the same is very high.",0
509,Authorities say a person was struck by a car and injured during a Black Lives Matter protest and counter-protest in Yorba Linda on Saturday https://t.co/8HJVRQaUOO,0
510,"a user claimed to have gotten h3h3's sponsorship deal with Old Spice revoked on Keemstar's behalf before e-begging and throwing out his cash app. Yet more proof that cancel culture is never about doing what's right, it's about grifting and trying to profit off of drama https://t.co/Udbudj4ttj",0
511,"@KOJO_Cue Only if you apply your critical thinking to these judeo religions, you won't take them serious.",0
512,@KTLA Yorba Linda citizens heard BLM /Antifa terrorists were coming to town. They were prepared to defend their city &amp; not let it become Portland or Seattle! The terrorist driver who ran over a woman was arrested -she was taken to the hospital. Guess that’s ok with twitter sociopaths.,1
513,@Kinoshita_Crazy I never said it was okay.,0
514,@StiefelJacob i was agreeing with your entire statement.,0
515,"I say the rule of cancel culture should be, for every year someone has spent entertaining the masses they should be allowed 1 fuck up. Have u ever gone a year without making a mistake?",0
516,@brutaltruth360 @KOJO_Cue sheesh,0
517,@CaliPatriot2 @KTLA Imagine all the folks injured by terrorists driving into crowds and how many been killed and injured. https://t.co/VSvQY2drwi,0
518,"Well many studies show that about 30% of people are basically unmoved by, uninterested in religion. They are not EVEN atheists. It just doesn’t matter to them.",0
519,@KateQFunny So how many boys does Kevin Spacey get?,1
520,@margari_r @CaliPatriot2 @KTLA She’ll ignore that and call it fake.,0
521,@danieldennett lmao. You gotta love Dennett giving statistics that contradict his own previous claims about BILLIONS of atheists having to keep their position a secret due to religious oppression.,0
522,@colyndawg Sexual assault is not a mistake. It's a crime.,0
523,"No one, outside the Klan and skinheads, and apparently liberals, supports white supremacy. We don't ask each other because it's a stupid ass question. They need to check on each other to find out who is and who isn't. Same with BLM. When DIDN'T Black Lives Matter?",0
524,@WriterJohnBuck @danieldennett Copy me the link to support your claim please.,0
525,@KateQFunny They need someone to pick on to feel good about themselves. Without that they have to face their own issues.,0
526,"@gehrig38 Um, when they were slaves, or hanging them or not allowing them to vote, or not allowing them to go to public schools, or...shall I go on?",0
527,"Cancel culture is over. We’re moving into an era where we must be able to accept apology, but only on the condition of accountability. Make sure you’re prepared to handle the conversation. Humans must first become vulnerable before they begin to make amends.",0
528,@deathdenial @danieldennett https://t.co/frv29WtK5n,0
529,@FatsFats1 @gehrig38 Nice try commie,1
530,@jfwong intolerance cannot be tolerated. it's why cancel culture exists. too many free passes and time goes on. intolerant bigots get canceled for being terrible and entrenched. JK Rowling? TERF and canceled Drew Brees? ignorant but apologetic  the difference is seeking betterment,0
531,"...they care about their religion. I dont share their faith, but I respect the hell out of it &amp; admire their consistency -they refuse to act in ways that could harm others. But ""Christians"" want to got to church &amp; then to Wal-Mart. That ISNT about religion. It's about selfishness",0
532,My University said Black Lives Matter!! Im proUD  https://t.co/bJ6VgW4gXv,0
533,"@theJoeChaney @jfwong what is a ""TERF""?",0
534,"@kurteichenwald Simple answer for Governors: People want to pack themselves into a worship service, fine. But they better pack themselves a bag, too. Because they all should quarantine themselves in God's healing spirit and in his holy houses for at least two weeks. Call it a ""revival."" https://t.co/VM6OPrcg1X",0
535,@eccemaya All Lives Matter,0
536,@l_leever @eccemaya If u see Black Lives Matter and then say alm why Bc no one said that white lives don’t matter,0
537,@Zillla_TheGod @jfwong educate yourself friend  https://t.co/uzTQGjcRbk,0
538,@DarwinsSoRight @kurteichenwald And how about their burden on the health care system after their “worship” service super spreader?,0
539,I just watched the video of police shooting and killing Walter Wallace Jr. in West Philly. I immediately regretted watching it. They shot him 10 times in front of his mother. #BlackLivesMatter,1
540,@CryWasTaken I never condone this shit. But I've been so tired of cancel culture pulling people apart instead of trying to just converse. The past happened. It was ugly but it happened. I will never understand how the victims feel. But my heart is with them.,0
541,@OklaEsq @kurteichenwald Duh.,0
542,@CryWasTaken I just want to see someone who wants to change after all of this. And from what I have seen Cry does want to fix things and figure his shit out. Which is really all we can ask for.,0
543,"@abgutman I watched it, too. Unnecessary deadly force, per usual w/ zero consequences for the officers, I’m certain. They easily could have tased him, instead they go straight to deadly force . Sickening.",0
544,"It's been an awesome year for increasing inclusivity in science. So, I'm left scratching my head over the #ScienceAdventCalendar hashtag that is based on practice in a single religion and is not inclusive to those who do not believe in said religion--even if it's well-intentioned",0
545,"@PigeonOpinion @CryWasTaken This is a man I've been following ever since I was in middle school. I'm 18 now, and I've seen so many people I've followed and admired get wrapped up in shit like this. I wish it didn't have to be this way, and from Cry of all people? I do hope he gets his shit together.",0
546,@poshpetcarenj @abgutman I wonder what you would do if somebody ran at you with a knife,0
547,@kyuuchat @PigeonOpinion @CryWasTaken All secrets were bound to come out. I just hoped this was addressed earlier. It's been years and just now?,0
548,"@Addison1928 @poshpetcarenj @abgutman So? If the tazer failed, they can shoot the legs, or you know disarm the guy like they are trained to do. Guy wasn't even charging them. Both cops shot straight at the torso 10 times!. Useless, garbage police.",0
549,"@OrganJM Nice piece, although Christmas is technically a 12 day holiday, like in the song. I was super proud of our Uni spokesperson being one of the first on our news to mention Eid, Diwali and Hanukkah when they were talking about relaxing lockdown for Christmas.",0
550,@SecretBaboon @Addison1928 @poshpetcarenj @abgutman “Just disarm him! I see it all the time in the John Wayne movie! Jack reacher does it!” Holy shit man come back to reality for a second. A taser isn’t going to work with all that clothing on and shooting him in the leg could potentially hit one of his arteries and kill him.,0
551,"@jared_paints @YuriWasTaken @Shi_Tsu_ @ShowerStrangers @LilHoneyBee99 @CryWasTaken Idk who you are trying to defend but a 20 years old is mature enough to make their own decisions, underage teens are not. If that 20 year old was groomed since underage THEN the argument would be different.",0
552,"@anatomyfound Right. And I think the fact that you pointed out the 12 days of Christmas is an argument against the secular nature of the holiday and an argument for the Nativity of Jesus. Appreciate the thoughtful discussion, Janet!",0
553,The Black Caps and West Indies will take a knee in support of Black Lives Matter before every match of the T20 series.,0
554,@cosyneko @YuriWasTaken @Shi_Tsu_ @ShowerStrangers @LilHoneyBee99 @CryWasTaken What? Im saying that 20 is fine cause it's legal even when the other person is older.,0
555,"❌PLEASE Help end this abuse of wild #animals in circuses, do not buy tickets at any circus.  Bears do not belong to the circus. Animals are not the object of anyone's entertainment. #BoycottCircus  #CirqueSansAnimaux #CircoSenzaAnimali #AnimalRights #Vegan https://t.co/iNmhuB0aQq",0
556,@shanedawson Shane not sure if you see this but the actual fans still love you. This cancel culture bullshit is going unbelievably far. You’ve apologized and you’ve done what you can. Just keep being the you that you’ve been. We LOVE you Shane.,0
557,@Luana84473134 @rethinkcaptive @shaunwalters041 @XposeTrophyHunt @CecilsJustice @willtravers @RobRobbEdwards @bandnentx2 @BellaLack @BiologistDan,0
558,"@shanedawson I’m done arguing w everyone over this, I’ve said what I had to say and that’s that. He’s not a pedophile, and he has a history- no one is forcing y’all to forgive him, but don’t sit and shit on fans or people who support him and don’t “cancel” him. Stop spreading negativity.",0
559,"@CheetahGirl001 @Luana84473134 @rethinkcaptive @shaunwalters041 @XposeTrophyHunt @CecilsJustice @willtravers @RobRobbEdwards @BellaLack @BiologistDan That sign - ""Observe in a respectful manner"" - needs to read ""Treat the animals with respect:. I would love to give a cane beating to those 2 just like they're beating the tiger!",0
560,"@Mystictsuki @shanedawson This racist, bullying, and toxic af energy bullshit is going unbelievably far.",1
561,Cancel culture truly is something special.,0
562,@bandnentx2 @CheetahGirl001 @Luana84473134 @rethinkcaptive @shaunwalters041 @XposeTrophyHunt @CecilsJustice @willtravers @RobRobbEdwards @BellaLack @BiologistDan GREAT POINT! Someone will have to GOOGLE the sign to understand what it means. #TheyRSoConfused,0
563,@BasicallyIDoWrk *cough* says someone who’s being canceled,0
564,@RebelPeace1 @CheetahGirl001 @Luana84473134 @rethinkcaptive @shaunwalters041 @XposeTrophyHunt @CecilsJustice @willtravers @RobRobbEdwards @BellaLack @BiologistDan Maybe the sign should read: #CaptivityKills #EmptyTheCages,0
565,@faithbelovly @BasicallyIDoWrk There's not enough people to cancel him (the group) Cancel one person at a time you guys still didn't take down Jeffree,0
566,@Heidibtchez316 @faithbelovly @BasicallyIDoWrk Because no one cares about Jeffree Star  his Chanel will die on its own,0
567,Vegans / animal rights activists are just regular folks who've also decided to spend some of their time fighting against the needless exploitation and suffering of animals. I'm a software team leader. Vegan for 3 years. How about you?,0
568,"one of the most despicable case of ""cancel culture"" in my mind will always be the blacklisting of ACORN following a deceptively edited propaganda video and a gutless, knee-jerk vote by a Democratic Senate.",0
569,"@saminalrights I am a pure carnivore. Without meat eaters, the cows and pigs would never have been born. I am also against their needless suffering and think they need to be treated better.",0
570,"@NeoNeanderthal1 You think it's better to forcibly breed someone into the world to be intentionally harmed, than not to breed them? Can you help me understand how you are against their needless suffering while also choosing to cause their needless suffering?",0
571,"@HenryKrinkIe Whoa, a Democratic Senate? Why the frig didn't this Democratic Senate pass Medicare for All when they had the chance?",0
572,"@saminalrights Stay at home mom and student, vegan for 2 1/2 years.",0
573,"@BikeSlutty @HenryKrinkIe Moderate Democrats taking money from insurance, pharmaceutical, and other monied interests who don't want you to have healthcare.  Basically 21st century Tammany Hall shit.",0
574,@KingZ1022200 @kwrightkuk @KKylekirby It was not r*pe. It was a shitty situation and she is entitled to her feelings but he did not do that. I’m not going to play into cancel culture. I heard both sides of the story and I stand my ground. I have supported women (and men) who have actually been a victim,0
575,"Le 8 de la honte,le 8 de la mort. Les zoos restent pour la plupart de véritables prisons où la #liberté par définition est inexistante.Fuyons ces lieux, encourageons plutôt le déploiement de sanctuaires privés de public. #zoo #animal #AnimalRights https://t.co/h3pmn4rYUn",0
